0.05,1.63536,1.67472,1.6436,1.02184,330.0,Infinity
0.1,3.33632,3.372,3.3292,1.0896,40.0,Infinity
0.15000000000000002,7.30384,7.40392,7.40064,1.21392,40.0,Infinity
0.2,15.69688,15.65368,15.5984,1.47056,50.0,Infinity
0.25,31.01984,30.88768,31.10952,1.91944,40.0,Infinity
0.30000000000000004,55.46512,56.02424,55.88712,2.87168,120.0,Infinity
0.35000000000000003,94.9212,95.34864,95.68944,4.76176,200.0,Infinity
0.4,151.29056,151.94992,152.03872,8.64792,210.0,Infinity
0.45,230.87904,230.8252,230.73976,16.10592,360.0,Infinity
0.5,339.69856,338.00344,338.82816,30.62968,590.0,Infinity
0.55,484.368,486.21488,485.15776,58.012,1180.0,Infinity
0.6000000000000001,673.04104,667.7008,671.09912,104.56304,2110.0,Infinity
0.65,904.44136,905.2464,902.78024,184.0628,3140.0,Infinity
0.7000000000000001,1197.53816,1201.0924,1196.81712,318.28072,4840.0,Infinity
0.75,1555.2096,1557.39224,1554.11416,527.87368,7460.0,Infinity
0.8,1990.46872,1990.01264,1988.40216,856.08448,11170.0,Infinity
0.8500000000000001,2503.05968,2505.30152,2501.95928,1346.99056,17260.0,Infinity
0.9,3121.92392,3119.72104,3119.94232,2083.48208,27930.0,Infinity
0.9500000000000001,3843.2248,3840.73448,3838.63048,3154.28136,36470.0,Infinity
1.0,4681.0,4681.0,4681.0,4681.0,57150.0,Infinity
