0.05,1.64344,1.66488,2.28776,2.28776,530.0,Infinity
0.1,3.37456,3.41032,5.7044,5.7044,520.0,Infinity
0.15000000000000002,7.35912,7.46184,13.59704,13.59704,600.0,Infinity
0.2,15.76856,15.66496,29.96552,29.96552,880.0,NaN
0.25,30.8952,31.30456,60.26128,60.26128,1350.0,Infinity
0.30000000000000004,56.38112,55.98256,109.46096,109.46096,2510.0,Infinity
0.35000000000000003,94.41824,95.01736,184.63168,184.63168,5230.0,Infinity
0.4,150.56992,151.00456,293.0316,293.0316,7320.0,Infinity
0.45,232.49504,231.698,447.78088,447.78088,11370.0,NaN
0.5,341.9176,339.87552,650.70216,650.70216,19540.0,Infinity
0.55,479.22448,487.65248,909.46496,909.46496,22800.0,Infinity
0.6000000000000001,675.14656,671.06624,1240.76032,1240.76032,29900.0,Infinity
0.65,906.66136,903.29264,1625.17664,1625.17664,36000.0,Infinity
0.7000000000000001,1198.02304,1199.66616,2080.8136,2080.8136,49150.0,Infinity
0.75,1558.36984,1550.67864,2583.30832,2583.30832,56650.0,Infinity
0.8,1986.42208,1995.75496,3125.8508,3125.8508,70000.0,Infinity
0.8500000000000001,2506.01624,2515.27296,3666.10384,3666.10384,67690.0,Infinity
0.9,3118.04904,3127.05648,4157.67152,4157.67152,77070.0,Infinity
0.9500000000000001,3848.76968,3839.41144,4530.40184,4530.40184,76860.0,Infinity
1.0,4681.0,4681.0,4681.0,4681.0,46710.0,Infinity
